1.000000000000000000e+01,-2.335386383829050061e+00,2.349999999998530598e+00,-2.335386383829050061e+01
8.886238162743403279e+00,-2.355379018411752678e+00,2.043761837255367197e+00,-2.093045892113561379e+01
7.896522868499724623e+00,-2.375542804732054591e+00,3.203477131499177233e+00,-1.875852808266664340e+01
7.017038286703826344e+00,-2.375542804732054591e+00,-8.170382867043457509e-01,-1.666927481250861831e+01
6.235507341273912374e+00,-2.395879207975404324e+00,-5.155073412743433892e-01,-1.493952239013616001e+01
5.541020330009492234e+00,-2.416389705870322757e+00,-1.810203300098507384e-01,-1.338926448545311487e+01
4.923882631706739232e+00,-2.437075788795779019e+00,9.611736829297257145e-02,-1.199987514860453786e+01
4.375479375074184496e+00,-2.478980735157138238e+00,1.445206249256258957e-01,-1.084672907788629814e+01
3.888155180308087377e+00,-2.521606227238749831e+00,1.718448196918131998e-01,-9.804396315135477380e+00
3.455107294592218103e+00,-2.564964654655207621e+00,2.248927054077611842e-01,-8.862228088670416781e+00
3.070290629757849832e+00,-2.631404176984387000e+00,2.497093702422006345e-01,-8.079175587700829553e+00
2.728333376486768103e+00,-2.722674932626772737e+00,2.516666235133513396e-01,-7.428364892009486908e+00
2.424462017082328114e+00,-2.817111431832383772e+00,2.755379829178465911e-01,-6.829979664366026881e+00
2.154434690031883370e+00,-2.914823479020363095e+00,3.255653099683328833e-01,-6.279796818520892110e+00
1.914481976169957633e+00,-3.041743232949325026e+00,3.455180238303015017e-01,-5.823362595618419846e+00
1.701254279852589146e+00,-3.201362845144355429e+00,3.587457201477128876e-01,-5.446332241662895868e+00
1.511775070615662298e+00,-3.369358713533958660e+00,3.882249293846342653e-01,-5.093712507082297059e+00
1.343399332598900209e+00,-3.576528234694002162e+00,4.466006674013698330e-01,-4.804705643509045387e+00
1.193776641714436426e+00,-3.764211417035759233e+00,5.062233582858084446e-01,-4.493627664132088917e+00
1.060818355139448332e+00,-4.029864779996635171e+00,5.491816448607700352e-01,-4.274954527350425693e+00
9.426684551178852178e-01,-4.351199525069024077e+00,5.473315448823150575e-01,-4.101738534206492481e+00
8.376776400682918178e-01,-4.658278660294273621e+00,6.023223599318896504e-01,-3.902135874935791282e+00
7.443803013251688583e-01,-5.029722087679711073e+00,5.956196986749979772e-01,-3.744026043208880772e+00
6.614740641230149043e-01,-5.430783798944096574e+00,6.485259358771351401e-01,-3.592322630860977917e+00
5.878016072274911963e-01,-5.964652610728502502e+00,6.421983927726486741e-01,-3.506032391139865201e+00
5.223345074266841914e-01,-6.440264133881248299e+00,6.476654925734450785e-01,-3.363972194068602928e+00
4.641588833612778631e-01,-6.953800132392172983e+00,6.958411166385616298e-01,-3.227668104568657270e+00
4.124626382901352417e-01,-7.637387833819037297e+00,6.975373617097133661e-01,-3.150137135581981163e+00
3.665241237079627790e-01,-8.246380494014761808e+00,7.034758762918968955e-01,-3.022497384331197967e+00
3.257020655659783048e-01,-9.057034263129587259e+00,7.042979344338888836e-01,-2.949894767403145046e+00
2.894266124716750044e-01,-1.003253561401436400e+01,7.005733875281983103e-01,-2.903682797265613402e+00
2.571913809059345191e-01,-1.092524771824978558e+01,7.528086190939440314e-01,-2.809879547396072486e+00
2.285463864134990586e-01,-1.220556957316240698e+01,7.014536135863878030e-01,-2.789538820064822122e+00
2.030917620904735821e-01,-1.375266507490441725e+01,7.469082379094160729e-01,-2.793052983502453124e+00
1.804721766827170337e-01,-1.510460969914735330e+01,7.495278233171767113e-01,-2.725961790348002456e+00
1.603718743751330056e-01,-1.673147416029759071e+01,7.496281256247634417e-01,-2.683257872146029399e+00
1.425102670302998142e-01,-1.885224273695011732e+01,7.474897329696013060e-01,-2.686638146562791540e+00
1.266380173467403225e-01,-2.018271043059772651e+01,7.533619826531641195e-01,-2.555898433614271603e+00
1.125335582600765078e-01,-2.373113973781904562e+01,7.474664417398315663e-01,-2.670549596263876335e+00
1.000000000000000056e-01,-2.584277696556632975e+01,7.499999999999076294e-01,-2.584277696556632975e+00
